,capacity,ratio,method,type,run_id,happiness,tol,time
2071,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2072,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2073,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2074,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2075,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2076,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2077,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2078,40.0,25:75,choice,single person,0.0,9.0,3.0,1.0
2079,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2080,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2081,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2082,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2083,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2084,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2085,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2086,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2087,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2088,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2089,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2090,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2091,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2092,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2093,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2094,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2095,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2096,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2097,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2098,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2099,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2100,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2101,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2102,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2103,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2104,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2105,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2106,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2107,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2108,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2109,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2110,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2111,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2112,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2113,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2114,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2115,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2116,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2117,40.0,25:75,choice,single person,0.0,9.0,3.0,1.0
2118,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2119,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2120,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2121,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2122,40.0,25:75,choice,single person,0.0,10.0,4.0,1.0
2123,40.0,25:75,choice,family,1.0,-3.0,2.0,
2124,40.0,25:75,choice,family,1.0,8.0,4.0,1.0
2125,40.0,25:75,choice,family,1.0,2.0,2.0,1036.0
2126,40.0,25:75,choice,family,1.0,-3.0,2.0,
2127,40.0,25:75,choice,family,1.0,7.0,3.0,21.0
2128,40.0,25:75,choice,family,1.0,2.0,2.0,1130.0
2129,40.0,25:75,choice,family,1.0,2.0,2.0,963.0
2130,40.0,25:75,choice,family,1.0,8.0,4.0,1.0
2131,40.0,25:75,choice,family,1.0,6.0,2.0,7.0
2132,40.0,25:75,choice,family,1.0,6.0,2.0,5.0
2133,40.0,25:75,choice,family,1.0,6.0,2.0,2.0
2134,40.0,25:75,choice,family,1.0,-3.0,2.0,
2135,40.0,25:75,choice,family,1.0,-3.0,2.0,
2136,40.0,25:75,choice,family,1.0,7.0,3.0,17.0
2137,40.0,25:75,choice,family,1.0,6.0,2.0,2.0
2138,40.0,25:75,choice,family,1.0,6.0,2.0,5.0
2139,40.0,25:75,choice,family,1.0,-3.0,2.0,
2140,40.0,25:75,choice,family,1.0,-3.0,2.0,
2141,40.0,25:75,choice,family,1.0,6.0,2.0,1.0
2142,40.0,25:75,choice,family,1.0,-3.0,2.0,
2143,40.0,25:75,choice,family,1.0,-3.0,2.0,
2144,40.0,25:75,choice,family,1.0,-3.0,2.0,
2145,40.0,25:75,choice,family,1.0,7.0,3.0,15.0
2146,40.0,25:75,choice,family,1.0,-3.0,2.0,
2147,40.0,25:75,choice,family,1.0,6.0,2.0,16.0
2148,40.0,25:75,choice,family,1.0,4.0,3.0,434.0
2149,40.0,25:75,choice,family,1.0,2.0,2.0,696.0
2150,40.0,25:75,choice,family,1.0,3.0,2.0,394.0
2151,40.0,25:75,choice,family,1.0,4.0,3.0,352.0
2152,40.0,25:75,choice,family,1.0,8.0,4.0,1.0
2153,40.0,25:75,choice,family,1.0,-3.0,2.0,
2154,40.0,25:75,choice,family,1.0,6.0,4.0,241.0
2155,40.0,25:75,choice,family,1.0,-3.0,2.0,
2156,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2157,40.0,25:75,choice,single person,1.0,10.0,4.0,8.0
2158,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2159,40.0,25:75,choice,single person,1.0,10.0,4.0,5.0
2160,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2161,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2162,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2163,40.0,25:75,choice,single person,1.0,10.0,4.0,5.0
2164,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2165,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2166,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2167,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2168,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2169,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2170,40.0,25:75,choice,single person,1.0,10.0,4.0,5.0
2171,40.0,25:75,choice,single person,1.0,10.0,4.0,5.0
2172,40.0,25:75,choice,single person,1.0,9.0,3.0,8.0
2173,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2174,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2175,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2176,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2177,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2178,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2179,40.0,25:75,choice,single person,1.0,10.0,4.0,5.0
2180,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2181,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2182,40.0,25:75,choice,single person,1.0,8.0,2.0,1.0
2183,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2184,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2185,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2186,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2187,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2188,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2189,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2190,40.0,25:75,choice,single person,1.0,10.0,4.0,5.0
2191,40.0,25:75,choice,single person,1.0,10.0,4.0,5.0
2192,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2193,40.0,25:75,choice,single person,1.0,10.0,4.0,2.0
2194,40.0,25:75,choice,single person,1.0,10.0,4.0,5.0
2195,40.0,25:75,choice,single person,1.0,10.0,4.0,3.0
2196,40.0,25:75,choice,single person,1.0,10.0,4.0,5.0
2197,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2198,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2199,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2200,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2201,40.0,25:75,choice,single person,1.0,10.0,4.0,8.0
2202,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2203,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2204,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2205,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2206,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2207,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2208,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2209,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2210,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2211,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2212,40.0,25:75,choice,single person,1.0,10.0,4.0,8.0
2213,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2214,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2215,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2216,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2217,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2218,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2219,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2220,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2221,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2222,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2223,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2224,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2225,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2226,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2227,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2228,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2229,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2230,40.0,25:75,choice,single person,1.0,10.0,4.0,4.0
2231,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2232,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2233,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2234,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2235,40.0,25:75,choice,single person,1.0,10.0,4.0,2.0
2236,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2237,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2238,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2239,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2240,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2241,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2242,40.0,25:75,choice,single person,1.0,10.0,4.0,8.0
2243,40.0,25:75,choice,single person,1.0,10.0,4.0,5.0
2244,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2245,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2246,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2247,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2248,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2249,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2250,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2251,40.0,25:75,choice,single person,1.0,10.0,4.0,5.0
2252,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2253,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2254,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2255,40.0,25:75,choice,single person,1.0,10.0,4.0,1.0
2256,40.0,25:75,choice,family,2.0,8.0,4.0,1.0
2257,40.0,25:75,choice,family,2.0,8.0,4.0,56.0
2258,40.0,25:75,choice,family,2.0,-3.0,2.0,
2259,40.0,25:75,choice,family,2.0,2.0,2.0,1266.0
2260,40.0,25:75,choice,family,2.0,6.0,2.0,1.0
2261,40.0,25:75,choice,family,2.0,-3.0,2.0,
2262,40.0,25:75,choice,family,2.0,4.0,2.0,171.0
2263,40.0,25:75,choice,family,2.0,-3.0,2.0,
2264,40.0,25:75,choice,family,2.0,6.0,2.0,47.0
2265,40.0,25:75,choice,family,2.0,6.0,2.0,3.0
2266,40.0,25:75,choice,family,2.0,2.0,2.0,924.0
2267,40.0,25:75,choice,family,2.0,-3.0,2.0,
2268,40.0,25:75,choice,family,2.0,8.0,4.0,55.0
2269,40.0,25:75,choice,family,2.0,2.0,2.0,1243.0
2270,40.0,25:75,choice,family,2.0,-3.0,2.0,
2271,40.0,25:75,choice,family,2.0,-3.0,2.0,
2272,40.0,25:75,choice,family,2.0,-3.0,2.0,
2273,40.0,25:75,choice,family,2.0,6.0,2.0,55.0
2274,40.0,25:75,choice,family,2.0,6.0,2.0,3.0
2275,40.0,25:75,choice,family,2.0,8.0,4.0,1.0
2276,40.0,25:75,choice,family,2.0,2.0,2.0,1098.0
2277,40.0,25:75,choice,family,2.0,-3.0,2.0,
2278,40.0,25:75,choice,family,2.0,6.0,2.0,7.0
2279,40.0,25:75,choice,family,2.0,-3.0,2.0,
2280,40.0,25:75,choice,family,2.0,4.0,2.0,208.0
2281,40.0,25:75,choice,family,2.0,2.0,2.0,921.0
2282,40.0,25:75,choice,family,2.0,-3.0,2.0,
2283,40.0,25:75,choice,family,2.0,8.0,4.0,1.0
2284,40.0,25:75,choice,family,2.0,6.0,2.0,1.0
2285,40.0,25:75,choice,family,2.0,4.0,3.0,403.0
2286,40.0,25:75,choice,family,2.0,2.0,2.0,897.0
2287,40.0,25:75,choice,family,2.0,8.0,4.0,1.0
2288,40.0,25:75,choice,family,2.0,2.0,2.0,1092.0
2289,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2290,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2291,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2292,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2293,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2294,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2295,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2296,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2297,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2298,40.0,25:75,choice,single person,2.0,9.0,3.0,1.0
2299,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2300,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2301,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2302,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2303,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2304,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2305,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2306,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2307,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2308,40.0,25:75,choice,single person,2.0,8.0,2.0,1.0
2309,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2310,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2311,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2312,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2313,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2314,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2315,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2316,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2317,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2318,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2319,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2320,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2321,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2322,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2323,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2324,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2325,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2326,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2327,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2328,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2329,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2330,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2331,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2332,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2333,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2334,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2335,40.0,25:75,choice,single person,2.0,8.0,2.0,1.0
2336,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2337,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2338,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2339,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2340,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2341,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2342,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2343,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2344,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2345,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2346,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2347,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2348,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2349,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2350,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2351,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2352,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2353,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2354,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2355,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2356,40.0,25:75,choice,single person,2.0,8.0,2.0,1.0
2357,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2358,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2359,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2360,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2361,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2362,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2363,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2364,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2365,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2366,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2367,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2368,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2369,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2370,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2371,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2372,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2373,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2374,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2375,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2376,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2377,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2378,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2379,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2380,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2381,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2382,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2383,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2384,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2385,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2386,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2387,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2388,40.0,25:75,choice,single person,2.0,10.0,4.0,1.0
2389,40.0,25:75,choice,family,3.0,8.0,4.0,1.0
2390,40.0,25:75,choice,family,3.0,2.0,2.0,1266.0
2391,40.0,25:75,choice,family,3.0,4.0,3.0,403.0
2392,40.0,25:75,choice,family,3.0,-3.0,2.0,
2393,40.0,25:75,choice,family,3.0,6.0,2.0,7.0
2394,40.0,25:75,choice,family,3.0,8.0,4.0,56.0
2395,40.0,25:75,choice,family,3.0,2.0,2.0,924.0
2396,40.0,25:75,choice,family,3.0,6.0,2.0,1.0
2397,40.0,25:75,choice,family,3.0,6.0,2.0,3.0
2398,40.0,25:75,choice,family,3.0,2.0,2.0,897.0
2399,40.0,25:75,choice,family,3.0,6.0,2.0,3.0
2400,40.0,25:75,choice,family,3.0,-3.0,2.0,
2401,40.0,25:75,choice,family,3.0,-3.0,2.0,
2402,40.0,25:75,choice,family,3.0,6.0,2.0,47.0
2403,40.0,25:75,choice,family,3.0,8.0,4.0,1.0
2404,40.0,25:75,choice,family,3.0,6.0,2.0,55.0
2405,40.0,25:75,choice,family,3.0,-3.0,2.0,
2406,40.0,25:75,choice,family,3.0,-3.0,2.0,
2407,40.0,25:75,choice,family,3.0,2.0,2.0,921.0
2408,40.0,25:75,choice,family,3.0,2.0,2.0,1098.0
2409,40.0,25:75,choice,family,3.0,4.0,2.0,208.0
2410,40.0,25:75,choice,family,3.0,6.0,2.0,1.0
2411,40.0,25:75,choice,family,3.0,8.0,4.0,1.0
2412,40.0,25:75,choice,family,3.0,-3.0,2.0,
2413,40.0,25:75,choice,family,3.0,-3.0,2.0,
2414,40.0,25:75,choice,family,3.0,-3.0,2.0,
2415,40.0,25:75,choice,family,3.0,8.0,4.0,1.0
2416,40.0,25:75,choice,family,3.0,-3.0,2.0,
2417,40.0,25:75,choice,family,3.0,4.0,2.0,171.0
2418,40.0,25:75,choice,family,3.0,8.0,4.0,55.0
2419,40.0,25:75,choice,family,3.0,-3.0,2.0,
2420,40.0,25:75,choice,family,3.0,2.0,2.0,1092.0
2421,40.0,25:75,choice,family,3.0,2.0,2.0,1243.0
2422,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2423,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2424,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2425,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2426,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2427,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2428,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2429,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2430,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2431,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2432,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2433,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2434,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2435,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2436,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2437,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2438,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2439,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2440,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2441,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2442,40.0,25:75,choice,single person,3.0,8.0,2.0,1.0
2443,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2444,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2445,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2446,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2447,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2448,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2449,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2450,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2451,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2452,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2453,40.0,25:75,choice,single person,3.0,8.0,2.0,1.0
2454,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2455,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2456,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2457,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2458,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2459,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2460,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2461,40.0,25:75,choice,single person,3.0,8.0,2.0,1.0
2462,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2463,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2464,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2465,40.0,25:75,choice,single person,3.0,9.0,3.0,1.0
2466,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2467,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2468,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2469,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2470,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2471,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2472,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2473,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2474,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2475,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2476,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2477,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2478,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2479,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2480,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2481,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2482,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2483,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2484,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2485,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2486,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2487,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2488,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2489,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2490,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2491,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2492,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2493,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2494,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2495,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2496,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2497,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
2498,40.0,25:75,choice,single person,3.0,10.0,4.0,1.0
